id,value,p(s),frequency
10,Held(PLAYER;ONION)+Held(PARTNER;NOTHING)+PotState(POT0;PREPARING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.04943142144638404,19822
11,Held(PLAYER;NOTHING)+Held(PARTNER;NOTHING)+PotState(POT0;COOKING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.013596009975062344,5452
12,Held(PLAYER;NOTHING)+Held(PARTNER;NOTHING)+PotState(POT0;COOKING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.01430922693266833,5738
13,Held(PLAYER;ONION)+Held(PARTNER;NOTHING)+PotState(POT0;PREPARING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.003635910224438903,1458
14,Held(PLAYER;ONION)+Held(PARTNER;NOTHING)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(SOUTHEAST),0.018498753117206983,7418
15,Held(PLAYER;NOTHING)+Held(PARTNER;ONION)+PotState(POT0;PREPARING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.008476309226932668,3399
16,Held(PLAYER;NOTHING)+Held(PARTNER;ONION)+PotState(POT0;PREPARING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.015688279301745635,6291
17,Held(PLAYER;NOTHING)+Held(PARTNER;NOTHING)+PotState(POT0;PREPARING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.04908728179551122,19684
18,Held(PLAYER;NOTHING)+Held(PARTNER;NOTHING)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(SOUTHEAST),0.001481296758104738,594
19,Held(PLAYER;NOTHING)+Held(PARTNER;DISH)+PotState(POT0;FINISHED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;TOP)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;INTERACT)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.0008977556109725686,360
20,Held(PLAYER;ONION)+Held(PARTNER;NOTHING)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(SOUTHEAST),0.005144638403990025,2063
21,Held(PLAYER;NOTHING)+Held(PARTNER;DISH)+PotState(POT0;FINISHED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.010673316708229427,4280
22,Held(PLAYER;DISH)+Held(PARTNER;NOTHING)+PotState(POT0;COOKING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;TOP)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;LEFT)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.013653366583541148,5475
23,Held(PLAYER;DISH)+Held(PARTNER;NOTHING)+PotState(POT0;COOKING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.009261845386533666,3714
24,Held(PLAYER;DISH)+Held(PARTNER;NOTHING)+PotState(POT0;COOKING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.0576783042394015,23129
25,Held(PLAYER;NOTHING)+Held(PARTNER;SOUP)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.004558603491271821,1828
26,Held(PLAYER;NOTHING)+Held(PARTNER;SOUP)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.0029526184538653365,1184
27,Held(PLAYER;ONION)+Held(PARTNER;SOUP)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(SOUTHEAST),0.018074812967581046,7248
28,Held(PLAYER;NOTHING)+Held(PARTNER;NOTHING)+PotState(POT0;COOKING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;TOP)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;LEFT)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.04625436408977556,18548
29,Held(PLAYER;DISH)+Held(PARTNER;NOTHING)+PotState(POT0;COOKING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.004406483790523691,1767
30,Held(PLAYER;NOTHING)+Held(PARTNER;ONION)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.01656857855361596,6644
31,Held(PLAYER;NOTHING)+Held(PARTNER;ONION)+PotState(POT0;PREPARING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.028167082294264338,11295
32,Held(PLAYER;NOTHING)+Held(PARTNER;NOTHING)+PotState(POT0;PREPARING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.00528428927680798,2119
33,Held(PLAYER;NOTHING)+Held(PARTNER;ONION)+PotState(POT0;PREPARING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.029581047381546134,11862
34,Held(PLAYER;NOTHING)+Held(PARTNER;NOTHING)+PotState(POT0;COOKING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.03700997506234414,14841
35,Held(PLAYER;NOTHING)+Held(PARTNER;ONION)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.015336658354114713,6150
36,Held(PLAYER;NOTHING)+Held(PARTNER;NOTHING)+PotState(POT0;COOKING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.012758104738154613,5116
37,Held(PLAYER;NOTHING)+Held(PARTNER;NOTHING)+PotState(POT0;PREPARING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.021461346633416457,8606
38,Held(PLAYER;NOTHING)+Held(PARTNER;NOTHING)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.006997506234413965,2806
39,Held(PLAYER;NOTHING)+Held(PARTNER;DISH)+PotState(POT0;FINISHED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;TOP)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;LEFT)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.0011346633416458854,455
40,Held(PLAYER;NOTHING)+Held(PARTNER;NOTHING)+PotState(POT0;PREPARING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(SOUTHEAST),6.483790523690773e-05,26
41,Held(PLAYER;NOTHING)+Held(PARTNER;DISH)+PotState(POT0;COOKING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.008503740648379053,3410
42,Held(PLAYER;NOTHING)+Held(PARTNER;DISH)+PotState(POT0;COOKING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.007965087281795511,3194
43,Held(PLAYER;ONION)+Held(PARTNER;NOTHING)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.011379052369077308,4563
44,Held(PLAYER;NOTHING)+Held(PARTNER;NOTHING)+PotState(POT0;COOKING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;TOP)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;INTERACT)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.04746633416458853,19034
45,Held(PLAYER;ONION)+Held(PARTNER;ONION)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.0019526184538653367,783
46,Held(PLAYER;ONION)+Held(PARTNER;ONION)+PotState(POT0;PREPARING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.008301745635910225,3329
47,Held(PLAYER;NOTHING)+Held(PARTNER;NOTHING)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.026179551122194514,10498
48,Held(PLAYER;ONION)+Held(PARTNER;ONION)+PotState(POT0;PREPARING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.0006633416458852868,266
49,Held(PLAYER;NOTHING)+Held(PARTNER;SOUP)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(SOUTHEAST),0.0008428927680798005,338
50,Held(PLAYER;ONION)+Held(PARTNER;ONION)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.00656857855361596,2634
51,Held(PLAYER;NOTHING)+Held(PARTNER;NOTHING)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.002518703241895262,1010
52,Held(PLAYER;ONION)+Held(PARTNER;NOTHING)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.02214713216957606,8881
53,Held(PLAYER;NOTHING)+Held(PARTNER;DISH)+PotState(POT0;COOKING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.014069825436408978,5642
54,Held(PLAYER;ONION)+Held(PARTNER;SOUP)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(SOUTHEAST),0.0005685785536159601,228
55,Held(PLAYER;NOTHING)+Held(PARTNER;NOTHING)+PotState(POT0;FINISHED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.0014738154613466335,591
56,Held(PLAYER;NOTHING)+Held(PARTNER;ONION)+PotState(POT0;COOKING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.0007581047381546135,304
57,Held(PLAYER;DISH)+Held(PARTNER;ONION)+PotState(POT0;COOKING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.0007481296758104738,300
58,Held(PLAYER;ONION)+Held(PARTNER;ONION)+PotState(POT0;PREPARING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.000256857855361596,103
59,Held(PLAYER;NOTHING)+Held(PARTNER;DISH)+PotState(POT0;FINISHED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(EAST),0.002947630922693267,1182
60,Held(PLAYER;NOTHING)+Held(PARTNER;ONION)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.0010423940149625935,418
61,Held(PLAYER;NOTHING)+Held(PARTNER;NOTHING)+PotState(POT0;PREPARING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;LEFT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.0037256857855361594,1494
62,Held(PLAYER;NOTHING)+Held(PARTNER;SOUP)+PotState(POT0;NOT_STARTED)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;INTERACT)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;BOTTOM)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(SOUTHEAST),0.002346633416458853,941
63,Held(PLAYER;DISH)+Held(PARTNER;ONION)+PotState(POT0;COOKING)+PotState(POT1;NOT_STARTED)+Action2Nearest(ONION;TOP)+Action2Nearest(TOMATO;STAY)+Action2Nearest(SOUP;STAY)+Action2Nearest(DISH;INTERACT)+Action2Nearest(SERVICE;STAY)+Action2Nearest(POT0;STAY)+Action2Nearest(POT1;STAY)+Direction(NORTHEAST),0.0011770573566084789,472
